Attributt;Språk;AttributtVerdi;"Gammel attributtverdi";Sort
"Leverandørs artikkelnr";Norsk;05073275001;05073275001;1
"Leverandørs artikkelnr";Norsk;05073276001;05073276001;1
"Leverandørs artikkelnr";Norsk;05073277001;05073277001;1
"Leverandørs artikkelnr";Norsk;05073278001;05073278001;1
"Leverandørs artikkelnr";Norsk;05073279001;05073279001;1
"Leverandørs artikkelnr";Norsk;05073290001;05073290001;1
"Leverandørs artikkelnr";Norsk;05073391001;05073391001;1
"Leverandørs artikkelnr";Norsk;05073403001;05073403001;1
"Leverandørs artikkelnr";Norsk;05073593001;05073593001;1
"Leverandørs artikkelnr";Norsk;05073596001;05073596001;1
"Leverandørs artikkelnr";Norsk;05073675001;05073675001;1
"Leverandørs artikkelnr";Norsk;05073676001;05073676001;1
"Leverandørs artikkelnr";Norsk;05073677001;05073677001;1
"Leverandørs artikkelnr";Norsk;05073890001;05073890001;1
"Leverandørs artikkelnr";Norsk;05074700001;05074700001;1
"Leverandørs artikkelnr";Norsk;05074701001;05074701001;1
"Leverandørs artikkelnr";Norsk;05074702001;05074702001;1
"Leverandørs artikkelnr";Norsk;05074730001;05074730001;1
"Leverandørs artikkelnr";Norsk;05074731001;05074731001;1
"Leverandørs artikkelnr";Norsk;05074770001;05074770001;1
"Leverandørs artikkelnr";Norsk;05074780001;05074780001;1
"Leverandørs artikkelnr";Norsk;05075604001;05075604001;1
"Leverandørs artikkelnr";Norsk;05075610001;05075610001;1
"Leverandørs artikkelnr";Norsk;05075611001;05075611001;1
"Leverandørs artikkelnr";Norsk;05075620001;05075620001;1
"Leverandørs artikkelnr";Norsk;05075621001;05075621001;1
"Leverandørs artikkelnr";Norsk;05075622001;05075622001;1
"Leverandørs artikkelnr";Norsk;05075623001;05075623001;1
"Leverandørs artikkelnr";Norsk;05075624001;05075624001;1
"Leverandørs artikkelnr";Norsk;05075630001;05075630001;1
"Leverandørs artikkelnr";Norsk;05075651001;05075651001;1
"Leverandørs artikkelnr";Norsk;05075653001;05075653001;1
"Leverandørs artikkelnr";Norsk;05075655001;05075655001;1
"Leverandørs artikkelnr";Norsk;05075670001;05075670001;1
"Leverandørs artikkelnr";Norsk;05077002001;05077002001;1
"Leverandørs artikkelnr";Norsk;05078603001;05078603001;1
"Leverandørs artikkelnr";Norsk;05078635001;05078635001;1
"Leverandørs artikkelnr";Norsk;05078636001;05078636001;1
"Leverandørs artikkelnr";Norsk;05078707001;05078707001;1
"Leverandørs artikkelnr";Norsk;05100012001;05100012001;1
"Leverandørs artikkelnr";Norsk;05100016001;05100016001;1
"Leverandørs artikkelnr";Norsk;05104650001;05104650001;1
"Leverandørs artikkelnr";Norsk;05105630001;05105630001;1
"Leverandørs artikkelnr";Norsk;05105631001;05105631001;1
"Leverandørs artikkelnr";Norsk;05105650001;05105650001;1
"Leverandørs artikkelnr";Norsk;05105656001;05105656001;1
"Leverandørs artikkelnr";Norsk;05110000001;05110000001;1
"Leverandørs artikkelnr";Norsk;05110001001;05110001001;1
"Leverandørs artikkelnr";Norsk;05110002001;05110002001;1
"Leverandørs artikkelnr";Norsk;05110004001;05110004001;1
"Leverandørs artikkelnr";Norsk;05110007001;05110007001;1
"Leverandørs artikkelnr";Norsk;05110010001;05110010001;1
"Leverandørs artikkelnr";Norsk;05110011001;05110011001;1
"Leverandørs artikkelnr";Norsk;05110104001;05110104001;1
"Leverandørs artikkelnr";Norsk;05130110001;05130110001;1
"Leverandørs artikkelnr";Norsk;05133285001;05133285001;1
"Leverandørs artikkelnr";Norsk;05133862001;05133862001;1
"Leverandørs artikkelnr";Norsk;05133916001;05133916001;1
"Leverandørs artikkelnr";Norsk;05134000001;05134000001;1
"Leverandørs artikkelnr";Norsk;05134480001;05134480001;1
"Leverandørs artikkelnr";Norsk;05134679001;05134679001;1
"Leverandørs artikkelnr";Norsk;05134680001;05134680001;1
"Leverandørs artikkelnr";Norsk;05134681001;05134681001;1
"Leverandørs artikkelnr";Norsk;05134683001;05134683001;1
"Leverandørs artikkelnr";Norsk;05134685001;05134685001;1
"Leverandørs artikkelnr";Norsk;05134941001;05134941001;1
"Leverandørs artikkelnr";Norsk;05134950001;05134950001;1
"Leverandørs artikkelnr";Norsk;05134951001;05134951001;1
"Leverandørs artikkelnr";Norsk;05134952001;05134952001;1
"Leverandørs artikkelnr";Norsk;05135073001;05135073001;1
"Leverandørs artikkelnr";Norsk;05135926001;05135926001;1
"Leverandørs artikkelnr";Norsk;05135942001;05135942001;1
"Leverandørs artikkelnr";Norsk;05135973001;05135973001;1
"Leverandørs artikkelnr";Norsk;05135997001;05135997001;1
"Leverandørs artikkelnr";Norsk;05136027001;05136027001;1
"Leverandørs artikkelnr";Norsk;05136600001;05136600001;1
"Leverandørs artikkelnr";Norsk;05136602001;05136602001;1
"Leverandørs artikkelnr";Norsk;05136605001;05136605001;1
"Leverandørs artikkelnr";Norsk;05138260001;05138260001;1
"Leverandørs artikkelnr";Norsk;05138261001;05138261001;1
"Leverandørs artikkelnr";Norsk;05138262001;05138262001;1
"Leverandørs artikkelnr";Norsk;05138263001;05138263001;1
"Leverandørs artikkelnr";Norsk;05138264001;05138264001;1
"Leverandørs artikkelnr";Norsk;05138265001;05138265001;1
"Leverandørs artikkelnr";Norsk;05138266001;05138266001;1
"Leverandørs artikkelnr";Norsk;05140250001;05140250001;1
"Leverandørs artikkelnr";Norsk;05160785001;05160785001;1
"Leverandørs artikkelnr";Norsk;05160830001;05160830001;1
"Leverandørs artikkelnr";Norsk;05160917001;05160917001;1
"Leverandørs artikkelnr";Norsk;05308428001;05308428001;1
"Leverandørs artikkelnr";Norsk;05380033001;05380033001;1
"Leverandørs artikkelnr";Norsk;05380045001;05380045001;1
"Leverandørs artikkelnr";Norsk;05380046001;05380046001;1
"Leverandørs artikkelnr";Norsk;05380047001;05380047001;1
"Leverandørs artikkelnr";Norsk;05380048001;05380048001;1
"Leverandørs artikkelnr";Norsk;05380049001;05380049001;1
"Leverandørs artikkelnr";Norsk;05380050001;05380050001;1
"Leverandørs artikkelnr";Norsk;05380103001;05380103001;1
"Leverandørs artikkelnr";Norsk;05380106001;05380106001;1
"Leverandørs artikkelnr";Norsk;05380107001;05380107001;1
"Leverandørs artikkelnr";Norsk;05380124001;05380124001;1
"Leverandørs artikkelnr";Norsk;05380127001;05380127001;1
"Leverandørs artikkelnr";Norsk;05380128001;05380128001;1
"Leverandørs artikkelnr";Norsk;"08 22 145 T";"08 22 145 T";1
"Leverandørs artikkelnr";Norsk;"08 26 145 T";"08 26 145 T";1
"Leverandørs artikkelnr";Norsk;1000;1000;1
"Leverandørs artikkelnr";Norsk;10115;10115;1
"Leverandørs artikkelnr";Norsk;10187;10187;1
"Leverandørs artikkelnr";Norsk;10188;10188;1
"Leverandørs artikkelnr";Norsk;10190;10190;1
"Leverandørs artikkelnr";Norsk;10191;10191;1
"Leverandørs artikkelnr";Norsk;10355;10355;1
"Leverandørs artikkelnr";Norsk;103700209;103700209;1
"Leverandørs artikkelnr";Norsk;10650;10650;1
"Leverandørs artikkelnr";Norsk;106BTMX;106BTMX;1
"Leverandørs artikkelnr";Norsk;10E393;10E393;1
"Leverandørs artikkelnr";Norsk;10E394;10E394;1
"Leverandørs artikkelnr";Norsk;"11 01 0200";"11 01 0200";1
"Leverandørs artikkelnr";Norsk;11010006;11010006;1
"Leverandørs artikkelnr";Norsk;11010010;11010010;1
"Leverandørs artikkelnr";Norsk;11020000;11020000;1
"Leverandørs artikkelnr";Norsk;11030003;11030003;1
"Leverandørs artikkelnr";Norsk;11040000;11040000;1
"Leverandørs artikkelnr";Norsk;11050010;11050010;1
"Leverandørs artikkelnr";Norsk;11053002;11053002;1
"Leverandørs artikkelnr";Norsk;11061010;11061010;1
"Leverandørs artikkelnr";Norsk;11070000;11070000;1
"Leverandørs artikkelnr";Norsk;110STMDY;110STMDY;1
"Leverandørs artikkelnr";Norsk;110STMY;110STMY;1
"Leverandørs artikkelnr";Norsk;110TMDY;110TMDY;1
"Leverandørs artikkelnr";Norsk;110TMY;110TMY;1
"Leverandørs artikkelnr";Norsk;11111010;11111010;1
"Leverandørs artikkelnr";Norsk;11111030;11111030;1
"Leverandørs artikkelnr";Norsk;11200;11200;1
"Leverandørs artikkelnr";Norsk;11203;11203;1
"Leverandørs artikkelnr";Norsk;11206;11206;1
"Leverandørs artikkelnr";Norsk;11209;11209;1
"Leverandørs artikkelnr";Norsk;11210;11210;1
"Leverandørs artikkelnr";Norsk;11214;11214;1
"Leverandørs artikkelnr";Norsk;11215;11215;1
"Leverandørs artikkelnr";Norsk;11216;11216;1
"Leverandørs artikkelnr";Norsk;11218;11218;1
"Leverandørs artikkelnr";Norsk;11219;11219;1
"Leverandørs artikkelnr";Norsk;11220;11220;1
"Leverandørs artikkelnr";Norsk;11221;11221;1
"Leverandørs artikkelnr";Norsk;11226;11226;1
"Leverandørs artikkelnr";Norsk;11227;11227;1
"Leverandørs artikkelnr";Norsk;11228;11228;1
"Leverandørs artikkelnr";Norsk;11229;11229;1
"Leverandørs artikkelnr";Norsk;11230;11230;1
"Leverandørs artikkelnr";Norsk;11231;11231;1
"Leverandørs artikkelnr";Norsk;11232;11232;1
"Leverandørs artikkelnr";Norsk;11233;11233;1
"Leverandørs artikkelnr";Norsk;11234;11234;1
"Leverandørs artikkelnr";Norsk;11235;11235;1
"Leverandørs artikkelnr";Norsk;11236;11236;1
"Leverandørs artikkelnr";Norsk;11237;11237;1
"Leverandørs artikkelnr";Norsk;11238;11238;1
"Leverandørs artikkelnr";Norsk;11239;11239;1
"Leverandørs artikkelnr";Norsk;11240;11240;1
"Leverandørs artikkelnr";Norsk;11241;11241;1
"Leverandørs artikkelnr";Norsk;11242;11242;1
"Leverandørs artikkelnr";Norsk;11255;11255;1
"Leverandørs artikkelnr";Norsk;11256;11256;1
"Leverandørs artikkelnr";Norsk;11257;11257;1
"Leverandørs artikkelnr";Norsk;11258;11258;1
"Leverandørs artikkelnr";Norsk;11259;11259;1
"Leverandørs artikkelnr";Norsk;11260;11260;1
"Leverandørs artikkelnr";Norsk;11261;11261;1
"Leverandørs artikkelnr";Norsk;11262;11262;1
"Leverandørs artikkelnr";Norsk;11263;11263;1
"Leverandørs artikkelnr";Norsk;11264;11264;1
"Leverandørs artikkelnr";Norsk;11266;11266;1
"Leverandørs artikkelnr";Norsk;11267;11267;1
"Leverandørs artikkelnr";Norsk;11268;11268;1
"Leverandørs artikkelnr";Norsk;11269;11269;1
"Leverandørs artikkelnr";Norsk;11270;11270;1
"Leverandørs artikkelnr";Norsk;11271;11271;1
"Leverandørs artikkelnr";Norsk;11272;11272;1
"Leverandørs artikkelnr";Norsk;11273;11273;1
"Leverandørs artikkelnr";Norsk;11274;11274;1
"Leverandørs artikkelnr";Norsk;11275;11275;1
"Leverandørs artikkelnr";Norsk;11276;11276;1
"Leverandørs artikkelnr";Norsk;11277;11277;1
"Leverandørs artikkelnr";Norsk;11278;11278;1
"Leverandørs artikkelnr";Norsk;11279;11279;1
"Leverandørs artikkelnr";Norsk;11280;11280;1
"Leverandørs artikkelnr";Norsk;11281;11281;1
"Leverandørs artikkelnr";Norsk;11282;11282;1
"Leverandørs artikkelnr";Norsk;11285;11285;1
"Leverandørs artikkelnr";Norsk;11286;11286;1
"Leverandørs artikkelnr";Norsk;11287;11287;1
"Leverandørs artikkelnr";Norsk;11288;11288;1
"Leverandørs artikkelnr";Norsk;11289;11289;1
"Leverandørs artikkelnr";Norsk;11290;11290;1
"Leverandørs artikkelnr";Norsk;11291;11291;1
"Leverandørs artikkelnr";Norsk;11292;11292;1
"Leverandørs artikkelnr";Norsk;11293;11293;1
"Leverandørs artikkelnr";Norsk;11294;11294;1
"Leverandørs artikkelnr";Norsk;112RTA;112RTA;1
"Leverandørs artikkelnr";Norsk;11301;11301;1
"Leverandørs artikkelnr";Norsk;11305;11305;1
"Leverandørs artikkelnr";Norsk;11306;11306;1
"Leverandørs artikkelnr";Norsk;11308;11308;1
"Leverandørs artikkelnr";Norsk;11309;11309;1
"Leverandørs artikkelnr";Norsk;11310;11310;1
"Leverandørs artikkelnr";Norsk;11311;11311;1
"Leverandørs artikkelnr";Norsk;11312;11312;1
"Leverandørs artikkelnr";Norsk;11315;11315;1
"Leverandørs artikkelnr";Norsk;11316;11316;1
"Leverandørs artikkelnr";Norsk;11318;11318;1
"Leverandørs artikkelnr";Norsk;11320;11320;1
"Leverandørs artikkelnr";Norsk;11321;11321;1
"Leverandørs artikkelnr";Norsk;11322;11322;1
"Leverandørs artikkelnr";Norsk;11323;11323;1
"Leverandørs artikkelnr";Norsk;11325;11325;1
"Leverandørs artikkelnr";Norsk;11326;11326;1
"Leverandørs artikkelnr";Norsk;11327;11327;1
"Leverandørs artikkelnr";Norsk;11328;11328;1
"Leverandørs artikkelnr";Norsk;11329;11329;1
"Leverandørs artikkelnr";Norsk;11329-1;11329-1;1
"Leverandørs artikkelnr";Norsk;11330;11330;1
"Leverandørs artikkelnr";Norsk;11333;11333;1
"Leverandørs artikkelnr";Norsk;11334;11334;1
"Leverandørs artikkelnr";Norsk;11335;11335;1
"Leverandørs artikkelnr";Norsk;11336;11336;1
"Leverandørs artikkelnr";Norsk;11338;11338;1
"Leverandørs artikkelnr";Norsk;11339;11339;1
"Leverandørs artikkelnr";Norsk;11340;11340;1
"Leverandørs artikkelnr";Norsk;113400;113400;1
"Leverandørs artikkelnr";Norsk;113401;113401;1
"Leverandørs artikkelnr";Norsk;113402;113402;1
"Leverandørs artikkelnr";Norsk;113403;113403;1
"Leverandørs artikkelnr";Norsk;113404;113404;1
"Leverandørs artikkelnr";Norsk;113405;113405;1
"Leverandørs artikkelnr";Norsk;113406;113406;1
"Leverandørs artikkelnr";Norsk;113407;113407;1
"Leverandørs artikkelnr";Norsk;113408;113408;1
"Leverandørs artikkelnr";Norsk;113409;113409;1
"Leverandørs artikkelnr";Norsk;11341;11341;1
"Leverandørs artikkelnr";Norsk;113410;113410;1
"Leverandørs artikkelnr";Norsk;113411;113411;1
"Leverandørs artikkelnr";Norsk;113412;113412;1
"Leverandørs artikkelnr";Norsk;11342;11342;1
"Leverandørs artikkelnr";Norsk;11344;11344;1
"Leverandørs artikkelnr";Norsk;11346;11346;1
"Leverandørs artikkelnr";Norsk;11348;11348;1
"Leverandørs artikkelnr";Norsk;11349;11349;1
"Leverandørs artikkelnr";Norsk;11350;11350;1
"Leverandørs artikkelnr";Norsk;11351;11351;1
"Leverandørs artikkelnr";Norsk;11352;11352;1
"Leverandørs artikkelnr";Norsk;11353;11353;1
"Leverandørs artikkelnr";Norsk;11354;11354;1
"Leverandørs artikkelnr";Norsk;11355;11355;1
"Leverandørs artikkelnr";Norsk;11356;11356;1
"Leverandørs artikkelnr";Norsk;11357;11357;1
"Leverandørs artikkelnr";Norsk;11358;11358;1
"Leverandørs artikkelnr";Norsk;11359;11359;1
"Leverandørs artikkelnr";Norsk;11360;11360;1
"Leverandørs artikkelnr";Norsk;11361;11361;1
"Leverandørs artikkelnr";Norsk;11362;11362;1
"Leverandørs artikkelnr";Norsk;11370;11370;1
"Leverandørs artikkelnr";Norsk;11371;11371;1
"Leverandørs artikkelnr";Norsk;11372;11372;1
"Leverandørs artikkelnr";Norsk;11373;11373;1
"Leverandørs artikkelnr";Norsk;11374;11374;1
"Leverandørs artikkelnr";Norsk;11375;11375;1
"Leverandørs artikkelnr";Norsk;11376;11376;1
"Leverandørs artikkelnr";Norsk;11377;11377;1
"Leverandørs artikkelnr";Norsk;11378;11378;1
"Leverandørs artikkelnr";Norsk;11379;11379;1
"Leverandørs artikkelnr";Norsk;11380;11380;1
"Leverandørs artikkelnr";Norsk;11381;11381;1
"Leverandørs artikkelnr";Norsk;11382;11382;1
"Leverandørs artikkelnr";Norsk;11383;11383;1
"Leverandørs artikkelnr";Norsk;11384;11384;1
"Leverandørs artikkelnr";Norsk;11385;11385;1
"Leverandørs artikkelnr";Norsk;11387;11387;1
"Leverandørs artikkelnr";Norsk;11389;11389;1
"Leverandørs artikkelnr";Norsk;11390;11390;1
"Leverandørs artikkelnr";Norsk;11391;11391;1
"Leverandørs artikkelnr";Norsk;11392;11392;1
"Leverandørs artikkelnr";Norsk;11393;11393;1
"Leverandørs artikkelnr";Norsk;11394;11394;1
"Leverandørs artikkelnr";Norsk;11395;11395;1
"Leverandørs artikkelnr";Norsk;11396;11396;1
"Leverandørs artikkelnr";Norsk;11397;11397;1
"Leverandørs artikkelnr";Norsk;11398;11398;1
"Leverandørs artikkelnr";Norsk;11399;11399;1
"Leverandørs artikkelnr";Norsk;11400;11400;1
"Leverandørs artikkelnr";Norsk;11401;11401;1
"Leverandørs artikkelnr";Norsk;11438;11438;1
"Leverandørs artikkelnr";Norsk;11439;11439;1
"Leverandørs artikkelnr";Norsk;11440;11440;1
"Leverandørs artikkelnr";Norsk;11441;11441;1
"Leverandørs artikkelnr";Norsk;11442;11442;1
"Leverandørs artikkelnr";Norsk;11443;11443;1
"Leverandørs artikkelnr";Norsk;11444;11444;1
"Leverandørs artikkelnr";Norsk;11445;11445;1
"Leverandørs artikkelnr";Norsk;11446;11446;1
"Leverandørs artikkelnr";Norsk;11447;11447;1
"Leverandørs artikkelnr";Norsk;11448;11448;1
"Leverandørs artikkelnr";Norsk;11449;11449;1
"Leverandørs artikkelnr";Norsk;11450;11450;1
"Leverandørs artikkelnr";Norsk;11451;11451;1
"Leverandørs artikkelnr";Norsk;11452;11452;1
"Leverandørs artikkelnr";Norsk;11453;11453;1
"Leverandørs artikkelnr";Norsk;11454;11454;1
"Leverandørs artikkelnr";Norsk;11455;11455;1
"Leverandørs artikkelnr";Norsk;11456;11456;1
"Leverandørs artikkelnr";Norsk;11457;11457;1
"Leverandørs artikkelnr";Norsk;11458;11458;1
"Leverandørs artikkelnr";Norsk;11459;11459;1
"Leverandørs artikkelnr";Norsk;11460;11460;1
"Leverandørs artikkelnr";Norsk;11461;11461;1
"Leverandørs artikkelnr";Norsk;11462;11462;1
"Leverandørs artikkelnr";Norsk;11463;11463;1
"Leverandørs artikkelnr";Norsk;11464;11464;1
"Leverandørs artikkelnr";Norsk;11465;11465;1
"Leverandørs artikkelnr";Norsk;11466;11466;1
"Leverandørs artikkelnr";Norsk;11468;11468;1
"Leverandørs artikkelnr";Norsk;11470;11470;1
"Leverandørs artikkelnr";Norsk;11471;11471;1
"Leverandørs artikkelnr";Norsk;11472;11472;1
"Leverandørs artikkelnr";Norsk;11473;11473;1
"Leverandørs artikkelnr";Norsk;11474;11474;1
"Leverandørs artikkelnr";Norsk;11475;11475;1
"Leverandørs artikkelnr";Norsk;11476;11476;1
"Leverandørs artikkelnr";Norsk;11477;11477;1
"Leverandørs artikkelnr";Norsk;11478;11478;1
"Leverandørs artikkelnr";Norsk;11479;11479;1
"Leverandørs artikkelnr";Norsk;11480;11480;1
"Leverandørs artikkelnr";Norsk;11481;11481;1
"Leverandørs artikkelnr";Norsk;11482;11482;1
"Leverandørs artikkelnr";Norsk;11483;11483;1
"Leverandørs artikkelnr";Norsk;11484;11484;1
"Leverandørs artikkelnr";Norsk;11485;11485;1
"Leverandørs artikkelnr";Norsk;11487;11487;1
"Leverandørs artikkelnr";Norsk;11488;11488;1
"Leverandørs artikkelnr";Norsk;11489;11489;1
"Leverandørs artikkelnr";Norsk;11490;11490;1
"Leverandørs artikkelnr";Norsk;114900301;114900301;1
"Leverandørs artikkelnr";Norsk;11491;11491;1
"Leverandørs artikkelnr";Norsk;11492;11492;1
"Leverandørs artikkelnr";Norsk;11493;11493;1
"Leverandørs artikkelnr";Norsk;11494;11494;1
"Leverandørs artikkelnr";Norsk;11495;11495;1
"Leverandørs artikkelnr";Norsk;11496;11496;1
"Leverandørs artikkelnr";Norsk;11497;11497;1
"Leverandørs artikkelnr";Norsk;11498;11498;1
"Leverandørs artikkelnr";Norsk;11499;11499;1
"Leverandørs artikkelnr";Norsk;11500;11500;1
"Leverandørs artikkelnr";Norsk;11501;11501;1
"Leverandørs artikkelnr";Norsk;11502;11502;1
"Leverandørs artikkelnr";Norsk;11503;11503;1
"Leverandørs artikkelnr";Norsk;11504;11504;1
"Leverandørs artikkelnr";Norsk;11505;11505;1
"Leverandørs artikkelnr";Norsk;11506;11506;1
"Leverandørs artikkelnr";Norsk;11507;11507;1
"Leverandørs artikkelnr";Norsk;11508;11508;1
"Leverandørs artikkelnr";Norsk;11509;11509;1
"Leverandørs artikkelnr";Norsk;11510;11510;1
"Leverandørs artikkelnr";Norsk;11511;11511;1
"Leverandørs artikkelnr";Norsk;11512;11512;1
"Leverandørs artikkelnr";Norsk;11513;11513;1
"Leverandørs artikkelnr";Norsk;11514;11514;1
"Leverandørs artikkelnr";Norsk;11515;11515;1
"Leverandørs artikkelnr";Norsk;11516;11516;1
